index	monomial	coefficient
340	b^5*u^3*v^3	-0.00000000000000000e+00
341	b^5*u^4*v^2	-0.00000000000000000e+00
342	b^5*u^5*v	0.00000000000000000e+00
343	b^5*u^6	0.00000000000000000e+00
344	b^6*v^5	1.56528483296760022e-02
345	b^6*u*v^4	7.37782863605210282e-02
346	b^6*u^2*v^3	-3.05385850889468950e-02
347	b^6*u^3*v^2	1.46440996061814793e-01
348	b^6*u^4*v	-6.91496982567951828e-05
349	b^6*u^5	0.00000000000000000e+00
350	b^7*v^4	1.56363383688666469e+00
351	b^7*u*v^3	-1.80028029885216656e-02
352	b^7*u^2*v^2	-6.94605205310554030e-01
353	b^7*u^3*v	-2.65866392900789894e-01
354	b^7*u^4	0.00000000000000000e+00
355	b^8*v^3	1.42389597437993931e+00
356	b^8*u*v^2	-1.40090424355041598e-01
357	b^8*u^2*v	-1.36961557515494303e+00
358	b^8*u^3	0.00000000000000000e+00
359	b^9*v^2	8.04616320860749967e-01
360	b^9*u*v	4.61353877824143110e-01
361	b^9*u^2	-5.23209226844340569e-01
362	b^10*v	9.73643931175435018e-01
363	b^10*u	-1.07025315289655265e+00
364	b^11	4.40763612814865480e-01
365	v^12	0.00000000000000000e+00
366	u*v^11	-0.00000000000000000e+00
367	u^2*v^10	-0.00000000000000000e+00
368	u^3*v^9	-0.00000000000000000e+00
369	u^4*v^8	-0.00000000000000000e+00
370	u^5*v^7	-0.00000000000000000e+00
371	u^6*v^6	-0.00000000000000000e+00
372	u^7*v^5	-0.00000000000000000e+00
373	u^8*v^4	0.00000000000000000e+00
374	u^9*v^3	-0.00000000000000000e+00
375	u^10*v^2	0.00000000000000000e+00
376	u^11*v	0.00000000000000000e+00
377	u^12	0.00000000000000000e+00
378	b*v^11	0.00000000000000000e+00
379	b*u*v^10	0.00000000000000000e+00
380	b*u^2*v^9	-0.00000000000000000e+00
381	b*u^3*v^8	-0.00000000000000000e+00
382	b*u^4*v^7	-0.00000000000000000e+00
383	b*u^5*v^6	-0.00000000000000000e+00
384	b*u^6*v^5	-0.00000000000000000e+00
385	b*u^7*v^4	-0.00000000000000000e+00
386	b*u^8*v^3	0.00000000000000000e+00
387	b*u^9*v^2	0.00000000000000000e+00
388	b*u^10*v	0.00000000000000000e+00
389	b*u^11	0.00000000000000000e+00
390	b^2*v^10	0.00000000000000000e+00
391	b^2*u*v^9	0.00000000000000000e+00
392	b^2*u^2*v^8	-0.00000000000000000e+00
393	b^2*u^3*v^7	-0.00000000000000000e+00
394	b^2*u^4*v^6	-0.00000000000000000e+00
395	b^2*u^5*v^5	-0.00000000000000000e+00
396	b^2*u^6*v^4	-0.00000000000000000e+00
397	b^2*u^7*v^3	-0.00000000000000000e+00
398	b^2*u^8*v^2	0.00000000000000000e+00
399	b^2*u^9*v	0.00000000000000000e+00
400	b^2*u^10	-0.00000000000000000e+00
401	b^3*v^9	-0.00000000000000000e+00
402	b^3*u*v^8	0.00000000000000000e+00
403	b^3*u^2*v^7	-0.00000000000000000e+00
404	b^3*u^3*v^6	-0.00000000000000000e+00
405	b^3*u^4*v^5	-0.00000000000000000e+00
406	b^3*u^5*v^4	-0.00000000000000000e+00
407	b^3*u^6*v^3	-0.00000000000000000e+00
408	b^3*u^7*v^2	-0.00000000000000000e+00
409	b^3*u^8*v	0.00000000000000000e+00
410	b^3*u^9	-0.00000000000000000e+00
411	b^4*v^8	-0.00000000000000000e+00
412	b^4*u*v^7	-0.00000000000000000e+00
413	b^4*u^2*v^6	-0.00000000000000000e+00
414	b^4*u^3*v^5	-0.00000000000000000e+00
415	b^4*u^4*v^4	-0.00000000000000000e+00
416	b^4*u^5*v^3	-0.00000000000000000e+00
417	b^4*u^6*v^2	-0.00000000000000000e+00
418	b^4*u^7*v	0.00000000000000000e+00
419	b^4*u^8	-0.00000000000000000e+00
420	b^5*v^7	-0.00000000000000000e+00
421	b^5*u*v^6	-0.00000000000000000e+00
422	b^5*u^2*v^5	-0.00000000000000000e+00
423	b^5*u^3*v^4	-0.00000000000000000e+00
424	b^5*u^4*v^3	-0.00000000000000000e+00
425	b^5*u^5*v^2	0.00000000000000000e+00
426	b^5*u^6*v	0.00000000000000000e+00
427	b^5*u^7	0.00000000000000000e+00
428	b^6*v^6	-6.31120847635245480e-02
429	b^6*u*v^5	-9.00844650425261934e-02
430	b^6*u^2*v^4	1.20736958676099154e-01
431	b^6*u^3*v^3	-9.13099161027554895e-02
432	b^6*u^4*v^2	-2.15460894416234505e-01
433	b^6*u^5*v	0.00000000000000000e+00
434	b^6*u^6	0.00000000000000000e+00
435	b^7*v^5	1.28524485948922318e+00
436	b^7*u*v^4	-1.82760131837071682e-01
437	b^7*u^2*v^3	-4.69623818865112619e-01
438	b^7*u^3*v^2	-9.77889341620466590e-01
439	b^7*u^4*v	-2.96907268367354538e-01
440	b^7*u^5	0.00000000000000000e+00
441	b^8*v^4	1.04668193753129590e+00
442	b^8*u*v^3	1.27580155336671525e-01
443	b^8*u^2*v^2	-1.71884570809977461e-01
444	b^8*u^3*v	-5.65507494941363209e-01
445	b^8*u^4	0.00000000000000000e+00
446	b^9*v^3	2.99613402841929610e-01
447	b^9*u*v^2	-1.57095413746647872e-01
448	b^9*u^2*v	-2.85644278396772255e-01
449	b^9*u^3	-1.22362235419109933e+00
450	b^10*v^2	4.40406740093809701e-01
451	b^10*u*v	1.64578300096192232e-01
452	b^10*u^2	-3.08590762444209743e-01
453	b^11*v	3.91824003924702680e-01
454	b^11*u	-1.34327113754913374e+00
455	b^12	8.67477937223562340e-02
456	u*v^12	0.00000000000000000e+00
457	u^2*v^11	-0.00000000000000000e+00
458	u^3*v^10	-0.00000000000000000e+00
459	u^4*v^9	0.00000000000000000e+00
460	u^5*v^8	-0.00000000000000000e+00
461	u^6*v^7	-0.00000000000000000e+00
462	u^7*v^6	-0.00000000000000000e+00
463	u^8*v^5	0.00000000000000000e+00
464	u^9*v^4	-0.00000000000000000e+00
465	u^10*v^3	0.00000000000000000e+00
466	u^11*v^2	0.00000000000000000e+00
467	u^12*v	0.00000000000000000e+00
468	b*v^12	0.00000000000000000e+00
469	b*u*v^11	0.00000000000000000e+00
470	b*u^2*v^10	-0.00000000000000000e+00
471	b*u^3*v^9	-0.00000000000000000e+00
472	b*u^4*v^8	-0.00000000000000000e+00
473	b*u^5*v^7	-0.00000000000000000e+00
474	b*u^6*v^6	-0.00000000000000000e+00
475	b*u^7*v^5	-0.00000000000000000e+00
476	b*u^8*v^4	0.00000000000000000e+00
477	b*u^9*v^3	0.00000000000000000e+00
478	b*u^10*v^2	-0.00000000000000000e+00
479	b*u^11*v	-0.00000000000000000e+00
480	b*u^12	0.00000000000000000e+00
481	b^2*v^11	0.00000000000000000e+00
482	b^2*u*v^10	0.00000000000000000e+00
483	b^2*u^2*v^9	0.00000000000000000e+00
484	b^2*u^3*v^8	-0.00000000000000000e+00
485	b^2*u^4*v^7	-0.00000000000000000e+00
486	b^2*u^5*v^6	-0.00000000000000000e+00
487	b^2*u^6*v^5	-0.00000000000000000e+00
488	b^2*u^7*v^4	-0.00000000000000000e+00
489	b^2*u^8*v^3	0.00000000000000000e+00
490	b^2*u^9*v^2	-0.00000000000000000e+00
491	b^2*u^10*v	0.00000000000000000e+00
492	b^2*u^11	0.00000000000000000e+00
493	b^3*v^10	0.00000000000000000e+00
494	b^3*u*v^9	0.00000000000000000e+00
495	b^3*u^2*v^8	-0.00000000000000000e+00
496	b^3*u^3*v^7	-0.00000000000000000e+00
497	b^3*u^4*v^6	-0.00000000000000000e+00
498	b^3*u^5*v^5	-0.00000000000000000e+00
499	b^3*u^6*v^4	-0.00000000000000000e+00
500	b^3*u^7*v^3	-0.00000000000000000e+00
501	b^3*u^8*v^2	0.00000000000000000e+00
502	b^3*u^9*v	-0.00000000000000000e+00
503	b^3*u^10	0.00000000000000000e+00
504	b^4*v^9	0.00000000000000000e+00
505	b^4*u*v^8	0.00000000000000000e+00
506	b^4*u^2*v^7	-0.00000000000000000e+00
507	b^4*u^3*v^6	-0.00000000000000000e+00
508	b^4*u^4*v^5	-0.00000000000000000e+00
509	b^4*u^5*v^4	-0.00000000000000000e+00
510	b^4*u^6*v^3	-0.00000000000000000e+00
511	b^4*u^7*v^2	-0.00000000000000000e+00
512	b^4*u^8*v	0.00000000000000000e+00
513	b^4*u^9	-0.00000000000000000e+00
514	b^5*v^8	-0.00000000000000000e+00
515	b^5*u*v^7	-0.00000000000000000e+00
516	b^5*u^2*v^6	-0.00000000000000000e+00
517	b^5*u^3*v^5	-0.00000000000000000e+00
518	b^5*u^4*v^4	-0.00000000000000000e+00
519	b^5*u^5*v^3	-0.00000000000000000e+00
520	b^5*u^6*v^2	-0.00000000000000000e+00
521	b^5*u^7*v	0.00000000000000000e+00
522	b^5*u^8	0.00000000000000000e+00
523	b^6*v^7	-0.00000000000000000e+00
524	b^6*u*v^6	5.69458304342345054e-02
525	b^6*u^2*v^5	1.88516824124251997e-02
526	b^6*u^3*v^4	-9.67458530127029981e-02
527	b^6*u^4*v^3	5.94906680152595124e-02
528	b^6*u^5*v^2	1.11290653899206435e-01
529	b^6*u^6*v	0.00000000000000000e+00
530	b^6*u^7	0.00000000000000000e+00
531	b^7*v^6	7.69835508853373707e-01
532	b^7*u*v^5	2.04329308926680081e-01
533	b^7*u^2*v^4	-6.57334281423429645e-01
534	b^7*u^3*v^3	-5.19577808571996425e-01
535	b^7*u^4*v^2	-1.42692614802745273e-03
536	b^7*u^5*v	0.00000000000000000e+00
537	b^7*u^6	0.00000000000000000e+00
538	b^8*v^5	6.76736631192136229e-01
539	b^8*u*v^4	-1.66569295926168787e-01
540	b^8*u^2*v^3	-3.67971253168561885e-01
541	b^8*u^3*v^2	-5.91545533947960944e-01
542	b^8*u^4*v	-9.74504900927197215e-01
543	b^8*u^5	0.00000000000000000e+00
544	b^9*v^4	3.14977221124430051e-01
545	b^9*u*v^3	-1.21694283208106199e-01
546	b^9*u^2*v^2	-2.00677232297337665e-01
547	b^9*u^3*v	-4.22034404523755569e-01
548	b^9*u^4	-1.16531437404759141e-04
549	b^10*v^3	1.69156002000810851e-01
550	b^10*u*v^2	4.36317902972554253e-02
551	b^10*u^2*v	1.75080700175183929e-01
552	b^10*u^3	-3.09648095988279248e-01
553	b^11*v^2	2.23125608019827393e-01
554	b^11*u*v	2.32752450182053094e-01
555	b^11*u^2	2.85787163862310956e-01
556	b^12*v	6.55890167826806147e-02
557	b^12*u	-9.22993413201271484e-01
558	b^13	-3.15234991757691319e-02
559	u^2*v^12	0.00000000000000000e+00
560	u^3*v^11	-0.00000000000000000e+00
561	u^4*v^10	-0.00000000000000000e+00
562	u^5*v^9	-0.00000000000000000e+00
563	u^6*v^8	-0.00000000000000000e+00
564	u^7*v^7	-0.00000000000000000e+00
565	u^8*v^6	0.00000000000000000e+00
566	u^9*v^5	-0.00000000000000000e+00
567	u^10*v^4	0.00000000000000000e+00
568	u^11*v^3	-0.00000000000000000e+00
569	u^12*v^2	0.00000000000000000e+00
570	b*u*v^12	-0.00000000000000000e+00
571	b*u^2*v^11	-0.00000000000000000e+00
572	b*u^3*v^10	0.00000000000000000e+00
573	b*u^4*v^9	0.00000000000000000e+00
574	b*u^5*v^8	-0.00000000000000000e+00
575	b*u^6*v^7	-0.00000000000000000e+00
576	b*u^7*v^6	-0.00000000000000000e+00
577	b*u^8*v^5	-0.00000000000000000e+00
578	b*u^9*v^4	0.00000000000000000e+00
579	b*u^10*v^3	-0.00000000000000000e+00
580	b*u^11*v^2	0.00000000000000000e+00
581	b*u^12*v	-0.00000000000000000e+00
582	b^2*v^12	0.00000000000000000e+00
583	b^2*u*v^11	0.00000000000000000e+00
584	b^2*u^2*v^10	-0.00000000000000000e+00
585	b^2*u^3*v^9	-0.00000000000000000e+00
586	b^2*u^4*v^8	-0.00000000000000000e+00
587	b^2*u^5*v^7	-0.00000000000000000e+00
588	b^2*u^6*v^6	-0.00000000000000000e+00
589	b^2*u^7*v^5	-0.00000000000000000e+00
590	b^2*u^8*v^4	-0.00000000000000000e+00
591	b^2*u^9*v^3	-0.00000000000000000e+00
592	b^2*u^10*v^2	0.00000000000000000e+00
593	b^2*u^11*v	0.00000000000000000e+00
594	b^2*u^12	-0.00000000000000000e+00
595	b^3*v^11	-0.00000000000000000e+00
596	b^3*u*v^10	0.00000000000000000e+00
